Geracao,ID_Original,Cromossomo,Distancia_KM,Tempo_H,Pedagio_R$
14,15,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,16,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,17,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
14,18,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,19,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,20,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,21,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,22,4 - 8 - 7 - 1 - 3 - 2 - 0 - 6 - 9 - 5,377.34,76.00,320.00
14,23,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
14,24,4 - 5 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,397.97,72.50,319.00
14,25,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,26,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,27,3 - 1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2,415.51,94.00,210.00
14,28,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
14,29,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
14,30,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
14,31,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,32,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,33,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
14,34,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,35,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
14,36,1 - 3 - 2 - 4 - 5 - 7 - 8 - 6 - 9 - 0,398.87,86.00,279.00
14,37,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
14,38,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
14,39,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,40,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,41,4 - 5 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,397.97,72.50,319.00
14,42,3 - 0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6,368.86,68.50,327.00
14,43,3 - 1 - 2 - 4 - 5 - 7 - 8 - 9 - 6 - 0,382.27,83.50,295.00
14,44,4 - 5 - 7 - 8 - 9 - 6 - 3 - 1 - 0 - 2,374.54,80.00,296.00
14,45,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,46,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,47,1 - 3 - 2 - 4 - 5 - 7 - 8 - 6 - 9 - 0,398.87,86.00,279.00
14,48,6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4 - 9,409.09,86.50,220.00
14,49,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
14,50,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
14,51,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,52,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,53,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,54,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,55,4 - 5 - 7 - 8 - 9 - 6 - 3 - 0 - 1 - 2,377.34,76.50,305.00
14,56,3 - 1 - 2 - 4 - 5 - 7 - 8 - 9 - 6 - 0,382.27,83.50,295.00
14,57,4 - 5 - 7 - 8 - 9 - 6 - 3 - 0 - 1 - 2,377.34,76.50,305.00
14,58,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,59,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,60,7 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 8,367.14,75.50,322.00
14,61,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
14,62,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
14,63,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
14,64,6 - 0 - 1 - 3 - 2 - 4 - 5 - 7 - 8 - 9,383.93,82.00,290.00
14,65,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
14,66,8 - 2 - 3 - 1 - 0 - 6 - 9 - 4 - 5 - 7,415.51,94.00,210.00
14,67,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
14,68,4 - 5 - 7 - 8 - 9 - 6 - 3 - 0 - 1 - 2,377.34,76.50,305.00
15,0,1 - 3 - 6 - 9 - 4 - 5 - 7 - 8 - 2 - 0,406.12,92.00,216.00
15,1,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,2,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,3,4 - 5 - 7 - 8 - 9 - 6 - 3 - 1 - 0 - 2,374.54,80.00,296.00
15,4,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,5,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
15,6,1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2 - 3,415.51,94.00,210.00
15,7,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
15,8,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,9,3 - 1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2,415.51,94.00,210.00
15,10,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,11,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,12,5 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8 - 4,397.97,72.50,319.00
15,13,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,14,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,15,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
15,16,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,17,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,18,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,19,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,20,4 - 8 - 7 - 1 - 3 - 2 - 0 - 6 - 9 - 5,377.34,76.00,320.00
15,21,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
15,22,4 - 5 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,397.97,72.50,319.00
15,23,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,24,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,25,3 - 1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2,415.51,94.00,210.00
15,26,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
15,27,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
15,28,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
15,29,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,30,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,31,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
15,32,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,33,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
15,34,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
15,35,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
15,36,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,37,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,38,4 - 5 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,397.97,72.50,319.00
15,39,3 - 0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6,368.86,68.50,327.00
15,40,3 - 1 - 2 - 4 - 5 - 7 - 8 - 9 - 6 - 0,382.27,83.50,295.00
15,41,4 - 5 - 7 - 8 - 9 - 6 - 3 - 1 - 0 - 2,374.54,80.00,296.00
15,42,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,43,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,44,6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4 - 9,409.09,86.50,220.00
15,45,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
15,46,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
15,47,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,48,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,49,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,50,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,51,3 - 1 - 2 - 4 - 5 - 7 - 8 - 9 - 6 - 0,382.27,83.50,295.00
15,52,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,53,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,54,7 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 8,367.14,75.50,322.00
15,55,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
15,56,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
15,57,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
15,58,6 - 0 - 1 - 3 - 2 - 4 - 5 - 7 - 8 - 9,383.93,82.00,290.00
15,59,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,60,8 - 2 - 3 - 1 - 0 - 6 - 9 - 4 - 5 - 7,415.51,94.00,210.00
15,61,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,62,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
15,63,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
15,64,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
15,65,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
15,66,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,67,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,68,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
15,69,7 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 8,367.14,75.50,322.00
15,70,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,71,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
15,72,3 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,389.70,85.50,280.00
15,73,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
15,74,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,75,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,76,7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5 - 8,384.35,75.50,287.00
15,77,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
15,78,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,79,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
15,80,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,81,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,82,8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4 - 5,384.35,75.50,287.00
15,83,4 - 5 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,397.97,72.50,319.00
15,84,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,85,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
15,86,7 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 8,367.14,75.50,322.00
15,87,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
15,88,7 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 4 - 8,367.14,75.50,322.00
15,89,0 - 1 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,384.35,75.50,287.00
15,90,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
16,0,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
16,1,1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2 - 3,415.51,94.00,210.00
16,2,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
16,3,3 - 1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2,415.51,94.00,210.00
16,4,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
16,5,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
16,6,3 - 1 - 0 - 6 - 9 - 4 - 5 - 7 - 8 - 2,415.51,94.00,210.00
16,7,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
16,8,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
16,9,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
16,10,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
16,11,3 - 0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6,368.86,68.50,327.00
16,12,6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4 - 9,409.09,86.50,220.00
16,13,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
16,14,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
16,15,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
16,16,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
16,17,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
16,18,8 - 2 - 3 - 1 - 0 - 6 - 9 - 4 - 5 - 7,415.51,94.00,210.00
16,19,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
16,20,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
16,21,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
16,22,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
16,23,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
16,24,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
16,25,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
16,26,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
16,27,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
16,28,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
16,29,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
16,30,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
16,31,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
16,32,1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,381.55,79.00,278.00
16,33,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
16,34,8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 5,367.20,80.00,291.00
16,35,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
16,36,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
16,37,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
16,38,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
16,39,1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,381.55,79.00,278.00
16,40,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
16,41,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
16,42,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
16,43,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
16,44,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
16,45,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
16,46,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
16,47,1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,381.55,79.00,278.00
16,48,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,0,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,1,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
17,2,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
17,3,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
17,4,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
17,5,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
17,6,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
17,7,6 - 8 - 7 - 3 - 0 - 1 - 2 - 4 - 5 - 9,378.60,68.00,371.00
17,8,3 - 0 - 1 - 2 - 7 - 8 - 4 - 5 - 9 - 6,368.86,68.50,327.00
17,9,6 - 3 - 0 - 1 - 2 - 7 - 8 - 5 - 4 - 9,409.09,86.50,220.00
17,10,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
17,11,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
17,12,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
17,13,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
17,14,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,15,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
17,16,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
17,17,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
17,18,8 - 7 - 4 - 5 - 9 - 6 - 3 - 0 - 1 - 2,375.24,68.50,325.00
17,19,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
17,20,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
17,21,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,22,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,23,1 - 3 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 0,391.36,84.00,275.00
17,24,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
17,25,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
17,26,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
17,27,5 - 9 - 6 - 3 - 1 - 0 - 2 - 7 - 8 - 4,366.06,72.00,318.00
17,28,1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,381.55,79.00,278.00
17,29,5 - 8 - 7 - 6 - 9 - 3 - 0 - 1 - 2 - 4,384.35,75.50,287.00
17,30,8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 5,367.20,80.00,291.00
17,31,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
17,32,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
17,33,3 - 1 - 0 - 6 - 9 - 4 - 5 - 8 - 7 - 2,415.69,92.00,205.00
17,34,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
17,35,1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,381.55,79.00,278.00
17,36,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
17,37,7 - 8 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.30,90.00,211.00
17,38,9 - 6 - 7 - 8 - 3 - 0 - 1 - 2 - 4 - 5,372.28,68.00,375.00
17,39,8 - 7 - 5 - 4 - 9 - 6 - 3 - 1 - 0 - 2,406.12,92.00,216.00
17,40,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
17,41,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
17,42,4 - 5 - 7 - 8 - 2 - 0 - 1 - 3 - 6 - 9,406.12,92.00,216.00
17,43,1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9 - 3,381.55,79.00,278.00
17,44,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,45,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
17,46,7 - 8 - 3 - 0 - 1 - 2 - 4 - 5 - 9 - 6,372.28,68.00,375.00
17,47,3 - 1 - 0 - 2 - 4 - 5 - 8 - 7 - 6 - 9,381.55,79.00,278.00
17,48,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,375.24,68.50,325.00
17,49,1 - 3 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 0,376.59,82.00,285.00
17,50,8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 5,367.20,80.00,291.00
17,51,0 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3 - 1,406.30,90.00,211.00
17,52,3 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 0,414.03,93.50,210.00
17,53,8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 5,367.20,80.00,291.00
17,54,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
17,55,5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8 - 4,368.86,68.50,327.00
17,56,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 8 - 7,408.91,88.50,225.00
17,57,5 - 4 - 6 - 9 - 3 - 0 - 1 - 2 - 7 - 8,424.26,85.50,217.00
17,58,8 - 7 - 9 - 6 - 3 - 1 - 0 - 2 - 4 - 5,367.20,80.00,291.00
17,59,0 - 1 - 2 - 4 - 5 - 8 - 7 - 9 - 6 - 3,370.00,76.50,300.00
17,60,0 - 1 - 2 - 7 - 8 - 5 - 4 - 9 - 6 - 3,409.09,86.50,220.00
17,61,5 - 4 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,409.09,86.50,220.00
17,62,4 - 5 - 9 - 6 - 3 - 0 - 1 - 2 - 7 - 8,368.86,68.50,327.00
17,63,2 - 7 - 8 - 4 - 5 - 9 - 6 - 3 - 0 - 1,368.86,68.50,327.00
